Name	Type	SQL
Станции(Схема) без подчиненных в KOEF	0	SELECT [Станции(Схема)].NAME, [Станции(Схема)].YEAR, [Станции(Схема)].NUST, [Станции(Схема)].E, [Станции(Схема)].NUMB1120, [Станции(Схема)].OES, [Станции(Схема)].OBL | FROM [Станции(Схема)] LEFT JOIN [Москва и МО] ON [Станции(Схема)].NUMB1120 = [Москва и МО].NUMB | WHERE ((([Станции(Схема)].YEAR)=2022) AND (([Станции(Схема)].OES)=2) AND (([Станции(Схема)].OBL)=18) AND (([Москва и МО].NUMB) Is Null)); | 
'Станции(Схема)' без подчиненных в 'Москва и МО'	0	SELECT [Станции(Схема)].NAME, [Станции(Схема)].YEAR, [Станции(Схема)].NUST, [Станции(Схема)].E, [Станции(Схема)].NUMB1120, [Станции(Схема)].OES, [Станции(Схема)].OBL | FROM [Станции(Схема)] LEFT JOIN [Москва и МО] ON [Станции(Схема)].NUMB1120 = [Москва и МО].NUMB | WHERE ((([Станции(Схема)].YEAR)=2022) AND (([Станции(Схема)].OES)=2) AND (([Станции(Схема)].OBL)=18) AND (([Москва и МО].NUMB) Is Null)); | 
'Станции(Схема)' без подчиненных в 'Списки_агрегатов'	0	SELECT [Станции(Схема)].NAME, [Станции(Схема)].OES, [Станции(Схема)].OBL, [Станции(Схема)].YEAR, [Станции(Схема)].NUMB1120, [Станции(Схема)].OBOR | FROM [Станции(Схема)] INNER JOIN Списки_агрегатов ON [Станции(Схема)].NUMB1120 = Списки_агрегатов.grcodec | WHERE (((Списки_агрегатов.stcode) Is Null) AND (([Станции(Схема)].YEAR)=2031) AND (([Станции(Схема)].OBOR)<>50)) OR (((Списки_агрегатов.stcode) Is Null) AND (([Станции(Схема)].YEAR)=2031) AND (([Станции(Схема)].OBOR)<>95)); | 
'Станции(Схема)' без подчиненных в 'Удельные(Схема)'	0	SELECT [Станции(Схема)].NUMB1120, [Станции(Схема)].NAME, [Станции(Схема)].Year, [Станции(Схема)].OES, [Станции(Схема)].NUMB1120, [Станции(Схема)].numb1, [Станции(Схема)].VED | FROM [Станции(Схема)] LEFT JOIN [Удельные(Схема)] ON [Станции(Схема)].NUMB1120 = [Удельные(Схема)].numb1120 | WHERE ((([Станции(Схема)].VED)<>0) AND (([Удельные(Схема)].numb1120) Is Null)) | ORDER BY [Станции(Схема)].NUMB1120, [Станции(Схема)].Year; | 
'Станции(Схема)' без подчиненных в 'Формулы_топлива(Схема)'	0	SELECT [Станции(Схема)].OES, [Станции(Схема)].NUMB1120, [Станции(Схема)].NAME, [Станции(Схема)].Year, [Формулы_топлива(Схема)].formtxt, [Станции(Схема)].VED | FROM [Станции(Схема)] LEFT JOIN [Формулы_топлива(Схема)] ON [Станции(Схема)].NUMB1120 = [Формулы_топлива(Схема)].numb1120 | WHERE ((([Формулы_топлива(Схема)].numb1120) Is Null)) | ORDER BY [Станции(Схема)].OES, [Станции(Схема)].NUMB1120, [Станции(Схема)].Year; | 
Станции(Схема)_перекрестный	16	TRANSFORM Sum([YEAR]) | SELECT [NUMB1120], [OES], [OBL], Sum([YEAR]) AS [Итоговое значение YEAR] | FROM [Станции(Схема)] | GROUP BY [NUMB1120], [OES], [OBL] | PIVOT [TURT]; | 
'Станции(Схема)24-29' без подчиненных в 'Станции(Схема)'	0	SELECT [Станции(Схема)24-29].YEAR, [Станции(Схема)24-29].NUMB1120, [Станции(Схема)24-29].E, [Станции(Схема)24-29].OES | FROM [Станции(Схема)24-29] LEFT JOIN [Станции(Схема)] ON [Станции(Схема)24-29].[NUMB1120] = [Станции(Схема)].[NUMB1120] | WHERE ((([Станции(Схема)].NUMB1120) Is Null)); | 
Станции_90_91_95_99	0	SELECT NAME, YEAR, NUST, E, eotp, ewtp, eurt, eust, Q, turt, tust, b, gaz, mazut, gtt, torf, slan, proch, ugol, don, arkt, pech, podm, kuzn, ural, bashk, ekib, karag, hak, kan, tuv, irkut, bur, chit, ner, raich, prim, urg, luch, mag, sah, qotr, NT, snk, obor, VED, OBL, DEP, OES, ER, NUMB1120, numb1 | FROM [станции(архив)] | WHERE (year=1990 or year=1991 or year=1995 or year=2000 or year=2001); | 
Станции_выше_500_МВт	0	SELECT Имена_станций.NAME, Имена_станций.NUMB, Имена_станций.ordnumb | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].NUST)>=300) AND ((Имена_станций.MAIN) Is Null)) | GROUP BY Имена_станций.NAME, Имена_станций.NUMB, Имена_станций.ordnumb | ORDER BY Имена_станций.ordnumb; | 
Станции_для_сводной(Схема)	0	SELECT Имена_станций.NAME, Имена_ОЭС.nameoes, Имена_областей.NAME AS oblname, Имена_станций.ordnumb, [Станции(Схема)].Year, IIf([Станции(Схема)].[NUST]>0,[Станции(Схема)].[NUST],0) AS NUST, [Станции(Схема)].NR, IIf([Станции(Схема)].[E]>0,[Станции(Схема)].[E],0) AS E, IIf([Станции(Схема)].[EOTP]>0,[Станции(Схема)].[EOTP],0) AS EOTP, IIf([Станции(Схема)].[EURT]>0,[Станции(Схема)].[EURT],0) AS EURT, IIf([Станции(Схема)].[EUST]>0,[Станции(Схема)].[EUST],0) AS EUST, IIf([Станции(Схема)].[Q]>0,[Станци...
Станции_для_сводной(Схема)_Москва	0	SELECT Имена_станций.NAME, Имена_ОЭС.abbr AS oesname, Имена_эк_районов.name AS ername, Имена_областей.NAME AS oblname, Имена_станций.ordnumb, [Станции(Схема)].YEAR, [Станции(Схема)].NUST, [Станции(Схема)].NR, [Станции(Схема)].E, [Станции(Схема)].EOTP, [Станции(Схема)].EURT, [Станции(Схема)].EUST, [Станции(Схема)].Q, [Станции(Схема)].TURT, [Станции(Схема)].TUST, [Станции(Схема)].B, [Станции(Схема)].GAZ, [Доп_угли(Схема)].gazpp, [Станции(Схема)].MAZUT, [Станции(Схема)].TORF, [Станции(Схема)].SLAN,...
Станции_не_ТЭС_свыше_500_МВт	0	SELECT Мощности_не_ТЭС.IMST, Мощности_не_ТЭС.NST, Имена_станций_не_ТЭС.type, Мощности_не_ТЭС.[2008], Мощности_не_ТЭС.[2009], Мощности_не_ТЭС.[2010], Мощности_не_ТЭС.[2011], Мощности_не_ТЭС.[2012], Мощности_не_ТЭС.[2013], Мощности_не_ТЭС.[2014], Мощности_не_ТЭС.[2015], Мощности_не_ТЭС.[2016], Мощности_не_ТЭС.[2017], Мощности_не_ТЭС.[2018], Мощности_не_ТЭС.[2019], Мощности_не_ТЭС.[2020], Мощности_не_ТЭС.[2025], Мощности_не_ТЭС.[2030] | FROM Мощности_не_ТЭС INNER JOIN Имена_станций_не_ТЭС ON Мощнос...
Станции_с_фикс_часами	0	SELECT First(Имена_станций.NAME) AS NAME, Имена_станций.NUMB, [Рабочий(станции)].OES AS oes, [Рабочий(станции)].OBL, [Рабочий(станции)].VED AS ved, [Рабочий(станции)].OBOR AS obor | FROM [Рабочий(станции)] INNER JOIN Имена_станций ON [Рабочий(станции)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Рабочий(станции)].HFIX)=1)) | GROUP BY Имена_станций.NUMB, [Рабочий(станции)].OES, [Рабочий(станции)].OBL, [Рабочий(станции)].VED, [Рабочий(станции)].OBOR | ORDER BY First(Имена_станций.ordnumb); | 
Стоимость 1 кВтч_Аня	0	SELECT [Цена топлива по группам обор].*, Имена_станций.NAME AS stanciya | FROM Имена_областей INNER JOIN (Имена_станций INNER JOIN [Цена топлива по группам обор] ON Имена_станций.NUMB = [Цена топлива по группам обор].NUMB1120) ON Имена_областей.OBL = Имена_станций.OBL | WHERE [Цена топлива по группам обор].OBL Not In (1, 4, 10)  |     AND [Цена топлива по группам обор].Year > 2024  |     AND [Цена топлива по группам обор].OBOR <> 95 | ORDER BY Имена_станций.ordnumb, [Цена топлива по группам обор...
Сумма_агрегатов	0	SELECT First(Списки_агрегатов.stname) AS [First-stname], Списки_агрегатов.stcode, Sum(Списки_агрегатов.[2009]) AS [Sum-2009], Sum(Списки_агрегатов.[2010]) AS [Sum-2010], Sum(Списки_агрегатов.[2011]) AS [Sum-2011], Sum(Списки_агрегатов.[2012]) AS [Sum-2012], Sum(Списки_агрегатов.[2013]) AS [Sum-2013], Sum(Списки_агрегатов.[2014]) AS [Sum-2014], Sum(Списки_агрегатов.[2015]) AS [Sum-2015], Sum(Списки_агрегатов.[2016]) AS [Sum-2016], Sum(Списки_агрегатов.[2017]) AS [Sum-2017], Sum(Списки_агрегатов.[...
Сумма_агрегатов_Nt	0	SELECT Списки_агрегатов.grcode, Sum(IIf([2030]>0,[nt],0)) AS Nt30, Sum(IIf([2029]>0,[nt],0)) AS Nt29, Sum(IIf([2028]>0,[nt],0)) AS Nt28, Sum(IIf([2027]>0,[nt],0)) AS Nt27, Sum(IIf([2026]>0,[nt],0)) AS Nt26, Sum(IIf([2025]>0,[nt],0)) AS Nt25, Sum(IIf([2024]>0,[nt],0)) AS Nt24, Sum(IIf([2023]>0,[nt],0)) AS Nt23, Sum(IIf([2022]>0,[nt],0)) AS Nt22, Sum(IIf([2021]>0,[nt],0)) AS Nt21, Sum(IIf([2018]>0,[nt],0)) AS Nt18, Sum(IIf([2019]>0,[nt],0)) AS Nt19, Sum(IIf([2020]>0,[nt],0)) AS Nt20 | FROM Списки_...
Сумма_агрегатов_контроль	0	SELECT Имена_станций.NAME, [Станции(Схема)].NUST, Сумма_агрегатов.[Sum-2009], Сумма_агрегатов.stcode | FROM ([Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB) INNER JOIN Сумма_агрегатов ON [Станции(Схема)].NUMB1120 = Сумма_агрегатов.stcode | WHERE ((([Станции(Схема)].NUST)<>[SUM-2009]) AND ((Имена_станций.MAIN) Is Null) AND (([Станции(Схема)].YEAR)=2009)); | 
Сумма_доп_углей_по_сост_ст	48	UPDATE [Рабочий_для_суммы(доп_угли)] INNER JOIN Составные_станции ON ([Рабочий_для_суммы(доп_угли)].NUMB1120 = Составные_станции.NUMB1120) AND ([Рабочий_для_суммы(доп_угли)].YEAR = Составные_станции.YEAR) SET [Рабочий_для_суммы(доп_угли)].vork = [Составные_станции]![vork], [Рабочий_для_суммы(доп_угли)].intin = [Составные_станции]![intin], [Рабочий_для_суммы(доп_угли)].nazar = [Составные_станции]![nazar], [Рабочий_для_суммы(доп_угли)].ibor = [Составные_станции]![ibor], [Рабочий_для_суммы(доп_угли...
Сумма_по_областям	80	SELECT [Станции(Схема)].[YEAR], [Станции(Схема)].[OES], [Станции(Схема)].[OBL], Sum([Станции(Схема)].[E]) AS E, Sum([Станции(Схема)].[NUST]) AS NUST, Sum([Станции(Схема)].[NR]) AS NR INTO [Сумма_по_областям(таблица)] | FROM [Станции(Схема)] INNER JOIN Имена_областей ON [Станции(Схема)].[OBL]=[Имена_областей].[OBL] | WHERE ((([Станции(Схема)].[VED])>0)) | GROUP BY [Станции(Схема)].[YEAR], [Станции(Схема)].[OES], [Станции(Схема)].[OBL]; | 
Сумма_частей	64	INSERT INTO Составные_станции ( NAME, NUMB1120, [YEAR], NUST, NR, E, EOTP, EURT, EUST, Q, TURT, TUST, B, GAZ, ISK_GAZ, MAZUT, TORF, SLAN, GTT, PROCH, UGOL, DON, PODM, PECH, ARKT, KUZN, URAL, BASHK, EKIB, KARAG, KAN, IRKUT, HAK, TUV, BUR, CHIT, NER, RAICH, URG, PRIM, LUCH, MAG, SAH, QOTR, EWTP, NT, nazar, ibor, berez, per, gusin, tugn, azey, cher, sver, chel, kizel, kuzngd, kuznt, kuznss, kuznun, vork, [int], oes ) | SELECT DISTINCTROW First(Имена_станций_1.NAME) AS NAME, Имена_станций.MAIN AS NU...
Сумма_частей(выборка)	0	SELECT DISTINCTROW First(Имена_станций_1.NAME) AS NAME, First(Имена_станций_1.ordnumb) AS numb1, Имена_станций.MAIN AS NUMB1120, s.YEAR, Sum(s.NUST) AS NUST, Sum(s.NR) AS NR, Sum(s.E) AS E, Sum(s.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(s.EUST) AS EUST, Sum(s.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(s.TUST) AS TUST, Sum(s.B) AS B, Sum(s.GAZ) AS GAZ, Sum(s.ISK_GAZ) AS ISK_GAZ, Sum(s.MAZUT) AS MAZUT, Sum(s.TORF) AS TORF, Sum(s.SLAN) AS SLAN, Sum(s.PROCH) AS PROCH, S...
Сумма_частей(тепло)	0	SELECT DISTINCTROW First(Имена_станций_1.NAME) AS NAME, Имена_станций.MAIN AS NUMB1120, s.YEAR, Sum(s.NUST) AS NUST, Sum(s.Q) AS Q, Sum(s.QOTR) AS QOTR, Sum(s.NT) AS NT | FROM Рабочий_для_суммы AS s INNER JOIN (Имена_станций INNER JOIN Имена_станций AS Имена_станций_1 ON Имена_станций.MAIN = Имена_станций_1.NUMB) ON s.NUMB1120 = Имена_станций.NUMB | WHERE (((Имена_станций.MAIN)>0)) | GROUP BY Имена_станций.MAIN, s.YEAR | HAVING (((Имена_станций.MAIN)>0) AND ((s.YEAR)>0)) | ORDER BY Имена_станций...
Сумма_частей_Аня	0	SELECT DISTINCTROW First(Имена_станций_1.NAME) AS MAME, Имена_станций.MAIN AS NUMB1120, Рабочий.Year, Sum(Рабочий.NUST) AS NUST, Sum(Рабочий.E) AS E, Sum(Рабочий.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(Рабочий.EUST) AS EUST, Sum(Рабочий.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(Рабочий.TUST) AS TUST, Sum(Рабочий.B) AS B, Sum(Рабочий.GAZ) AS GAZ, Sum(Рабочий.MAZUT) AS MAZUT, Sum(Рабочий.TORF) AS TORF, Sum(Рабочий.SLAN) AS SLAN, Sum(Рабочий.PROCH) AS PROCH, Sum(Рабо...
СуммаN*b	0	SELECT Станции1100.OES, Sum([bk]*[nust])/Sum([nust]) AS R | FROM Удельные1100 INNER JOIN Станции1100 ON Удельные1100.numb1120 = Станции1100.NUMB1120 | WHERE (((Удельные1100.year)=1998) AND ((Станции1100.YEAR)=1998) AND ((Станции1100.NUST)>0) AND ((Станции1100.VED)>1) AND ((Станции1100.OBOR)>89)) | GROUP BY Станции1100.OES; | 
Суммирование данных по областям_Аня	16	TRANSFORM Sum([Станции(Схема)].NUST) AS [Sum-NUST] | SELECT [Станции(Схема)].OES, Имена_областей.NAME | FROM [Станции(Схема)] INNER JOIN Имена_областей ON [Станции(Схема)].OBL = Имена_областей.OBL | WHERE ((([Станции(Схема)].VED)>0) AND (([Станции(Схема)].OES)<8)) | GROUP BY [Станции(Схема)].OES, Имена_областей.NAME | PIVOT [Станции(Схема)].YEAR; | 
Тепло	16	TRANSFORM Sum([Станции(Схема)].Q) AS [Sum-Q] | SELECT [Станции(Схема)].NUMB1120 | FROM [Станции(Схема)] | GROUP BY [Станции(Схема)].NUMB1120 | PIVOT [Станции(Схема)].YEAR; | 
Тепло и изменение мощности_Аня	0	SELECT Имена_станций.NAME, t1.NUMB1120, t1.Year, t1.NUST, t1.Q, t1.QOTR, IIf(t1.NUST<>(SELECT t2.NUST  |                     FROM [Станции(Схема)] t2  |                     WHERE t2.NUMB1120 = t1.NUMB1120 AND t2.YEAR = t1.YEAR - 1),99,0) AS Q_Status, Имена_ОЭС.nameoes, Имена_областей.NAME AS oblast, t1.numb1 | FROM (([Станции(Схема)] AS t1 INNER JOIN Имена_ОЭС ON t1.OES = Имена_ОЭС.oes) INNER JOIN Имена_областей ON t1.OBL = Имена_областей.OBL) INNER JOIN Имена_станций ON (Имена_областей.OBL = Им...
Тепло из СТ	0	SELECT Имена_областей.OBL, Имена_областей.NAME, [Тепло из схем теплоснабжения].kod_goroda, Города.Name, Имена_станций.ordnumb, [Тепло из схем теплоснабжения].dannie, * | FROM (([Тепло из схем теплоснабжения] LEFT JOIN Города ON [Тепло из схем теплоснабжения].kod_goroda = Города.code) LEFT JOIN Имена_областей ON Города.область = Имена_областей.OBL) LEFT JOIN Имена_станций ON [Тепло из схем теплоснабжения].NUMB1120 = Имена_станций.NUMB | ORDER BY Имена_областей.OBL, Имена_станций.ordnumb, [Тепло и...
Тепло из СТ_столбцы в строки	128	SELECT [kod_goroda],[NUMB1120], "2025" as year, [2025] as Q from [Тепло из СТ_тепло ТЭС] UNION all SELECT  |  [kod_goroda],[NUMB1120], "2026" as year, [2026] as Q from [Тепло из СТ_тепло ТЭС] UNION all SELECT  |  [kod_goroda],[NUMB1120], "2027" as year, [2027] as Q from [Тепло из СТ_тепло ТЭС] UNION all SELECT  |  [kod_goroda],[NUMB1120], "2028" as year, [2028] as Q from [Тепло из СТ_тепло ТЭС] UNION all SELECT  |  [kod_goroda],[NUMB1120], "2029" as year, [2029] as Q from [Тепло из СТ_тепло ТЭС]...
Тепло из эксель_Q_строки в столбцы	128	SELECT [OES], [numb1120], CDbl("2023") AS [year], [2023] AS Q | FROM [Тепло из эксель_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2024") AS [year], [2024] AS Q | FROM [Тепло из эксель_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2025") AS [year], [2025] AS Q | FROM [Тепло из эксель_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2026") AS [year], [2026] AS Q | FROM [Тепло из эксель_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2027") AS [year], [2027] AS Q | ...
Тепло из эксель_QOTR_выборка	0	SELECT [Тепло из эксель в базу].oes, [Тепло из эксель в базу].NUMB1120, [Тепло из эксель в базу].Значения, [Тепло из эксель в базу].[2023], [Тепло из эксель в базу].[2024], [Тепло из эксель в базу].[2025], [Тепло из эксель в базу].[2026], [Тепло из эксель в базу].[2027], [Тепло из эксель в базу].[2028], [Тепло из эксель в базу].[2029], [Тепло из эксель в базу].[2030], [Тепло из эксель в базу].[2031], [Тепло из эксель в базу].[2032], [Тепло из эксель в базу].[2033], [Тепло из эксель в базу].[2034...
Тепло из эксель_QOTR_строки в столбцы	128	SELECT [OES], [numb1120], CDbl("2023") AS [year], [2023] AS QOTR | FROM [Тепло из эксель_QOTR_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2024") AS [year], [2024] AS QOTR | FROM [Тепло из эксель_QOTR_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2025") AS [year], [2025] AS QOTR | FROM [Тепло из эксель_QOTR_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("2026") AS [year], [2026] AS QOTR | FROM [Тепло из эксель_QOTR_выборка] | UNION ALL | SELECT [OES], [numb1120], CDbl("...
Тепло из эксель_выборка	0	SELECT [Тепло из эксель в базу].oes, [Тепло из эксель в базу].NUMB1120, [Тепло из эксель в базу].Значения, [Тепло из эксель в базу].[2023], [Тепло из эксель в базу].[2024], [Тепло из эксель в базу].[2025], [Тепло из эксель в базу].[2026], [Тепло из эксель в базу].[2027], [Тепло из эксель в базу].[2028], [Тепло из эксель в базу].[2029], [Тепло из эксель в базу].[2030], [Тепло из эксель в базу].[2031], [Тепло из эксель в базу].[2032], [Тепло из эксель в базу].[2033], [Тепло из эксель в базу].[2034...
Тепло по городам из СТ	0	SELECT Города.code, Города.Name, [Станции(Схема)].NUMB1120, [Станции(Схема)].NAME, [Станции(Схема)].YEAR, [Станции(Схема)].Q, [Станции(Схема)].QOTR, [Станции(Схема)].TURT, * | FROM [Станции(Схема)] INNER JOIN (Города INNER JOIN Имена_станций ON Города.code = Имена_станций.codegor) ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | ORDER BY [Станции(Схема)].numb1; | 
Тепло(ОЭС)	0	SELECT [Тепло(сумма_по_ОЭС)].YEAR, [Тепло(сумма_по_ОЭС)].OES, [Тепло(сумма_по_ОЭС)].[Sum-NUST], [Тепло(сумма_по_ОЭС)].[Sum-Q], [Тепло(сумма_по_ОЭС)].[Sum-QOTR], [Тепло(сумма_по_ОЭС)].[Sum-NT], IIf([sum-NT]>0,[sum-qotr]/[sum-nt]*1000,0) AS Ht, Распределяемое_тепло.Qрас, Распределяемое_тепло.Прирост, [Sum-Q]-[Qрас] AS Delta, Распределяемое_тепло.Hs, Распределяемое_тепло.RI | FROM [Тепло(сумма_по_ОЭС)] LEFT JOIN Распределяемое_тепло ON ([Тепло(сумма_по_ОЭС)].OES = Распределяемое_тепло.code) AND ([Т...
Тепло(сумма_по_ОЭС)	0	SELECT [Станции(Сибирь_Урал)].YEAR, Sum([Станции(Сибирь_Урал)].NUST) AS [Sum-NUST], Sum([Станции(Сибирь_Урал)].Q) AS [Sum-Q], Sum([Станции(Сибирь_Урал)].QOTR) AS [Sum-QOTR], Sum([Станции(Сибирь_Урал)].NT) AS [Sum-NT], [Станции(Сибирь_Урал)].OES | FROM [Станции(Сибирь_Урал)] | WHERE ((([Станции(Сибирь_Урал)].VED)>0)) | GROUP BY [Станции(Сибирь_Урал)].YEAR, [Станции(Сибирь_Урал)].OES | HAVING ((([Станции(Сибирь_Урал)].YEAR)>0)); | 
Топливо(станции)	0	SELECT Имена_станций.NAME, Станции1135_новый.YEAR, Станции1135_новый.NUMB1120, Станции1135_новый.UGOL, Станции1135_новый.DON, Станции1135_новый.PODM, Станции1135_новый.PECH, Доп_угли_1135_новый.vork, Доп_угли_1135_новый.int, Станции1135_новый.ARKT, Станции1135_новый.KUZN, Доп_угли_1135_новый.kuzngd, Доп_угли_1135_новый.kuznt, Доп_угли_1135_новый.kuznss, Доп_угли_1135_новый.kuznun, Станции1135_новый.URAL, Доп_угли_1135_новый.sver, Доп_угли_1135_новый.chel, Доп_угли_1135_новый.kizel, Станции1135_н...
Топливо_в_ПГУ_и_ГТУ	64	INSERT INTO Топливо_Востока_1135_новый ( [year], gaz, numb1120 ) | SELECT 2001 AS [Year], 100 AS gaz, [Нет_топлива(ПГУ)].NUMB | FROM [Нет_топлива(ПГУ)]; | 
Топливо_по_агрегатам	0	SELECT First(Топливо_по_агрегатам_табл.NAME) AS [First-NAME], Топливо_по_агрегатам_табл.ОТЭТ, Топливо_по_агрегатам_табл.ОПЭС, Топливо_по_агрегатам_табл.NAGR, First(Топливо_по_агрегатам_табл.Nazv) AS Nazv, Топливо_по_агрегатам_табл.ordnumb | FROM Топливо_по_агрегатам_табл | GROUP BY Топливо_по_агрегатам_табл.ОТЭТ, Топливо_по_агрегатам_табл.ОПЭС, Топливо_по_агрегатам_табл.NAGR, Топливо_по_агрегатам_табл.ordnumb; | 
топливо2007	0	SELECT Таблица1.name, Таблица1.bt, Станции2006.TURT | FROM Таблица1 INNER JOIN Станции2006 ON Таблица1.code = Станции2006.NUMB1120; | 
Турбины(из_списков)	0	SELECT a.name, a.stcode, a.stnumb, a.Year, a.nt, a.grcode, a.[2010], a.[2011], a.[2012], a.[2013], a.[2014], a.[2015], a.[2016], a.[2017], a.[2018], a.[2019], a.[2020], a.[2021], a.[2022], a.[2023], a.[2024], a.[2025], a.[2026], a.[2027], a.[2028], a.[2029], a.[2030], a.[2031], a.[2032], a.[2033], a.[2034], a.[2035], a.[2036], a.[2037], a.[2038], a.[2039], a.[2040], a.[2041], a.[2042], a.ur | FROM Списки_агрегатов AS a | ORDER BY a.stcode, a.stnumb, a.Year, a.ur; | 
ТЭЦ-2006	0	SELECT IIf([main]>0,[main],[numb]) AS code, Sum([Станции(Схема)].NUST) AS [Sum-NUST] | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].VED)=2 Or ([Станции(Схема)].VED)=3) AND (([Станции(Схема)].YEAR)=2015)) | GROUP BY IIf([main]>0,[main],[numb]) | HAVING (((Sum([Станции(Схема)].NUST))>0)); | 
ТЭЦ-2006-диап	0	SELECT [Имена_станций].[NAME], [Имена_станций].[ordnumb], [ТЭЦ-2006].[Sum-NUST], IIf([sum-nust]>500,1,IIf([sum-nust]>200,2,IIf([sum-nust]>100,3,4))) AS d | FROM [ТЭЦ-2006] INNER JOIN Имена_станций ON [ТЭЦ-2006].[code]=[Имена_станций].[NUMB] | ORDER BY [Имена_станций].[ordnumb]; | 
ТЭЦ-2006-диап-кол	0	SELECT [ТЭЦ-2006-диап].d, Count([ТЭЦ-2006-диап].d) AS [Count-d] | FROM [ТЭЦ-2006-диап] | GROUP BY [ТЭЦ-2006-диап].d; | 
Угли(области)	0	SELECT DISTINCTROW Имена_эк_районов.name AS ername, Имена_эк_районов.er, [Области(Всего+по-вед)].NAME AS NAME1, [Области(Всего+по-вед)].OBL, [Области(Всего+по-вед)].NUMB1, [Области(Всего+по-вед)].YEAR, [Области(Всего+по-вед)].NUST, [Области(Всего+по-вед)].E, [Области(Всего+по-вед)].EOTP, [Области(Всего+по-вед)].EURT, [Области(Всего+по-вед)].EUST, [Области(Всего+по-вед)].Q, [Области(Всего+по-вед)].TURT, [Области(Всего+по-вед)].TUST, [Области(Всего+по-вед)].B, [Области(Всего+по-вед)].GAZ, [Области...
Угли(области_нат)	0	SELECT Max([Имена-итогов].NAME) AS NAME1, First(Имена_эк_районов.name) AS ername, [Рабочий(станции)].ER, [Рабочий(станции)].OBL, Имена_областей.NAME AS oblname, [Имена-итогов].NUMB1, [Рабочий(станции)].YEAR, Sum([Рабочий(станции)].NUST) AS NUST, Sum([Рабочий(станции)].E) AS E, Sum([Рабочий(станции)].Q) AS Q, Sum([Рабочий(станции)].B) AS B, z([int])+z([vork])+z([podm])+z([don])+z([kuzn])+z([sver])+z([chel])+z([kizel])+z([bashk])+z([ekib])+z([karag])+z([nazar])+z([ibor])+z([berez])+z([per])+z([aze...
Удаление записей в Удельные без подчинённых в Станции	32	DELETE * | FROM [Удельные(Схема)] | WHERE NOT EXISTS ( |     SELECT 1 |     FROM [Станции(Схема)] |     WHERE [Удельные(Схема)].[numb1120] = [Станции(Схема)].[numb1120] |     AND [Удельные(Схема)].[year] = [Станции(Схема)].[year] | ); | 
Удаление из агрегатов	32	DELETE Списки_агрегатов.* | FROM Списки_агрегатов | WHERE Списки_агрегатов.oes IN (6); | 
Удаление строк из Станции(Схема)_Аня	32	DELETE [Станции(Схема)].*, [Станции(Схема)].Year | FROM [Станции(Схема)] | WHERE ((([Станции(Схема)].Year)=2020)); | 
Удаление строк_Формулы топлива_Аня	32	DELETE [Формулы_топлива(Схема)].*, [Формулы_топлива(Схема)].Year | FROM [Формулы_топлива(Схема)] | WHERE ((([Формулы_топлива(Схема)].Year)<2021)); | 
Удаление_удельных	32	DELETE [Удельные(Схема)].*, [Удельные(Схема)].Year | FROM [Удельные(Схема)] | WHERE ((([Удельные(Схема)].Year)=2020)); | 
Удаляемые_удельные	48	UPDATE [Удельные(Схема)] INNER JOIN Есть_2006 ON [Удельные(Схема)].[numb1120] = Есть_2006.[numb1120] SET [Удельные(Схема)].w = 1 | WHERE ((([Удельные(Схема)].year)=2020)); | 
Удельные из Катя в Схему	48	UPDATE ([Удельные(Схема)] INNER JOIN [Удельные(Схема)1] AS Kat ON ([Удельные(Схема)].year = Kat.year) AND ([Удельные(Схема)].numb1120 = Kat.numb1120)) INNER JOIN Имена_станций ON [Удельные(Схема)].numb1120 = Имена_станций.NUMB SET [Удельные(Схема)].snk = [Kat]![snk], [Удельные(Схема)].btp = [Kat]![btp], [Удельные(Схема)].sntp = [Kat]![sntp], [Удельные(Схема)].Bk = [Kat]![Bk], [Удельные(Схема)].y = [Kat]![y] | WHERE ((([Имена_станций]![OES])=1) AND (([Удельные(Схема)]![year])>2024)) OR ((([Имена_...
